Customer_ID,Membership,Gender,Salary,Age,Marital_Status,Purchased
CUST01906,1,1,80.7,30,0,5160.61
CUST01907,0,1,27.5,49,1,3813.08
CUST01908,0,1,60.6,49,0,3728.94
CUST01909,0,0,54.6,31,0,3266.95
CUST01910,0,1,77,32,0,3846.53
CUST01911,0,0,79,46,1,4784.45
CUST01912,1,1,37.4,27,1,5224.8
CUST01913,1,0,56.2,31,0,4905.67
CUST01914,1,0,43.6,31,1,4795.67
CUST01915,1,0,41.4,51,1,5241.31
CUST01916,0,1,92.8,32,0,3711.45
CUST01917,1,1,20,53,0,4693.71
CUST01918,0,0,37.7,25,1,4098.51
CUST01919,1,1,86.2,29,0,4974.28
CUST01920,1,1,89.5,33,0,4074.2
CUST01921,1,0,60.7,31,0,3700.95
CUST01922,1,0,63.6,32,0,4716.85
CUST01923,1,1,31.9,18,1,5364.1
CUST01924,0,0,31.2,67,1,3915.6
CUST01925,0,0,66.8,29,0,2974.65
CUST01926,1,1,35.7,27,0,3773.89
CUST01927,0,1,59,44,0,3774
CUST01928,0,1,42.9,41,0,3140.52
CUST01929,1,1,29.4,47,0,4062.9
CUST01930,0,1,42,18,0,3132.23
CUST01931,0,0,30.3,25,0,2700.47
CUST01932,1,1,30.7,56,0,4494.69
CUST01933,1,0,54.9,46,1,5582.77
CUST01934,1,0,21.8,33,1,4373.6
CUST01935,0,0,77.8,25,0,3744.95
CUST01936,1,0,54.6,20,1,4337.56
CUST01937,0,0,56.8,39,1,4340.42
CUST01938,1,1,74.3,23,0,4568.13
CUST01939,1,0,43.3,28,0,4275.23
CUST01940,1,1,44.7,23,0,4436.51
CUST01941,1,0,20,22,0,4345.59
CUST01942,1,0,95.1,33,0,4592.62
CUST01943,1,1,79.2,40,1,5984.71
CUST01944,0,1,38.7,25,1,4379.21
CUST01945,1,0,61.6,59,1,4430.37
CUST01946,0,1,48.7,36,0,3176.2
CUST01947,1,1,32.3,49,1,5412.38
CUST01948,1,0,123.6,47,1,6530.81
CUST01949,0,0,66.2,40,1,4077.67
CUST01950,0,0,93.7,18,1,4541.1
CUST01951,0,1,56.5,29,1,4285.61
CUST01952,1,0,65.1,47,1,5187.94
CUST01953,1,0,30.7,31,0,3597.28
CUST01954,1,0,67.2,29,1,4844.66
CUST01955,0,0,32.7,46,0,3174.99
CUST01956,1,0,149,41,1,6226.04
CUST01957,1,1,55,28,1,5732.91
CUST01958,0,0,70.6,40,1,4024.86
CUST01959,1,1,77.1,50,0,5077.11
CUST01960,0,1,41.1,18,0,3286.74
CUST01961,0,1,57.2,18,1,4058.73
CUST01962,0,1,20.4,35,0,3293.92
CUST01963,1,0,45.2,41,0,4165.11
CUST01964,0,0,85.3,31,1,3821.94
CUST01965,1,0,20,52,1,5257.03
CUST01966,0,1,43.3,25,0,3527.97
CUST01967,1,0,73.8,37,1,5840.74
CUST01968,1,0,85.1,20,1,5325.01
CUST01969,1,1,62.4,27,0,4553.14
CUST01970,0,1,58.6,38,0,3943.79
CUST01971,1,0,32.6,31,0,3681.08
CUST01972,0,1,34,51,0,2932.3
CUST01973,0,1,66.6,38,0,3958.42
CUST01974,1,0,39.5,30,1,4713.97
CUST01975,0,0,53.9,43,0,2931.41
CUST01976,1,0,45.7,57,1,5531.33
CUST01977,1,0,32.1,39,1,4670.3
CUST01978,0,0,44.9,22,1,3970.06
CUST01979,0,1,34.9,32,1,4393.11
CUST01980,0,0,34.3,47,1,3894.13
CUST01981,1,1,54.8,45,0,4767.83
CUST01982,1,1,24.4,41,0,4312.13
CUST01983,1,1,76.3,26,1,5063.28
CUST01984,1,1,79.1,30,0,4948.44
CUST01985,0,1,57.4,54,0,3346.08
CUST01986,1,0,71.7,26,1,5051.26
CUST01987,0,1,47.8,36,1,3695.86
CUST01988,1,1,20,24,1,4882.58
CUST01989,1,1,20.5,24,1,4781.04
CUST01990,0,1,87,18,0,3928.21
CUST01991,1,0,69.6,37,0,5061.54
CUST01992,0,1,41,34,0,2806.69
CUST01993,1,1,63,40,0,4839.42
CUST01994,1,0,38.4,44,1,4902.31
CUST01995,0,0,32.9,39,0,2778.24
CUST01996,0,1,107.9,56,0,5103.76
CUST01997,0,1,67,35,0,4301.28
CUST01998,1,1,81.6,23,0,4652.49
CUST01999,1,0,95.4,18,0,4199.16
CUST02000,0,1,59.2,44,0,3296.16
CUST02001,1,1,33.7,35,0,4558.34
CUST02002,1,1,60.1,18,0,3832.57
CUST02003,1,1,36.9,61,1,5787.8
CUST02004,1,1,99.3,48,0,4870.44
CUST02005,0,1,54.1,34,0,2934.25
CUST02006,1,1,63,48,0,4226.93
CUST02007,1,0,75.5,46,0,4535.17
CUST02008,0,0,44.3,28,0,2389.3
CUST02009,0,0,57.3,25,0,2670.94
CUST02010,0,0,24.6,20,1,3760.8
CUST02011,0,1,29.8,36,1,3142.62
CUST02012,1,1,78.1,18,0,4826.98
CUST02013,0,1,22.1,47,0,2781.21
CUST02014,1,0,20,33,1,4287.96
CUST02015,0,0,66,50,0,3671.35
CUST02016,1,1,81.4,32,0,5475.99
CUST02017,0,0,63.4,39,1,4419.08
CUST02018,0,0,54.9,53,1,3974.51
CUST02019,0,1,33.3,38,1,3671.93
CUST02020,1,0,37.7,41,1,4737.05
CUST02021,1,0,67.4,54,1,6327.71
CUST02022,0,0,44.2,18,0,3029.47
CUST02023,1,1,78.2,57,1,5193.84
CUST02024,1,1,48.3,51,0,5126.52
CUST02025,0,1,35.4,33,0,3799.05
CUST02026,0,1,47.4,29,0,3311.46
CUST02027,0,0,38.8,23,0,2791.99
CUST02028,0,1,37.8,38,0,3199.5
CUST02029,0,0,52.7,60,1,3989.17
CUST02030,0,0,27,61,0,3087.4
CUST02031,1,0,74.6,33,0,4339.13
CUST02032,1,0,60.5,30,1,5541.51
CUST02033,0,0,56.8,44,1,3706.07
CUST02034,1,1,68.2,18,0,4721.33
CUST02035,0,0,33.7,43,0,2154.72
CUST02036,0,0,21.3,31,0,2012.68
CUST02037,0,1,23.5,31,0,2490.75
CUST02038,0,1,79.4,27,1,5391.86
CUST02039,0,1,63,23,1,3887.87
CUST02040,0,0,46.4,34,0,2663.78
CUST02041,0,0,63.5,33,1,4554.08
CUST02042,1,1,43.2,42,0,5098.7
CUST02043,0,1,33.7,23,0,2793.98
CUST02044,0,0,96.7,39,1,4447.21
CUST02045,1,0,67.6,20,1,5228.43
CUST02046,1,0,72.8,32,1,4701.96
CUST02047,1,1,71.2,23,1,5519.2
CUST02048,0,0,55,57,0,3293.15
CUST02049,0,0,37.6,45,1,4831.24
CUST02050,0,0,55.5,26,0,3216.84
CUST02051,1,0,40.5,44,0,4082.04
CUST02052,1,0,83.6,37,0,4865.74
CUST02053,0,0,88.7,22,0,3285.04
CUST02054,1,0,200,46,1,7389.41
CUST02055,1,1,73.5,57,1,5771.14
CUST02056,1,1,46.9,37,1,5214.06
CUST02057,1,1,56,34,0,4678.96
CUST02058,1,1,26.7,30,0,3972.94
CUST02059,0,0,36.4,28,0,2753.16
CUST02060,1,0,70.7,26,1,5594.06
CUST02061,0,0,25,60,1,3276.8
CUST02062,1,1,20.7,25,0,3715.07
CUST02063,0,1,60.5,50,0,3426.65
CUST02064,0,0,77.4,37,1,4725.05
CUST02065,0,1,63.5,41,0,4013.96
CUST02066,0,0,52.3,50,0,2867.18
CUST02067,0,0,34.3,52,0,3000.52
CUST02068,1,1,44.2,32,0,5169.54
CUST02069,1,1,67.6,52,0,4778.68
CUST02070,0,1,24.3,30,1,3856.96
CUST02071,1,1,66.4,46,0,4932.02
CUST02072,1,0,43.4,42,1,4827.75
CUST02073,0,0,40.2,28,1,3725.24
CUST02074,1,0,49.5,25,1,4074.46
CUST02075,1,1,42.2,35,1,4945.18
CUST02076,0,1,41.5,32,1,3308.95
CUST02077,1,1,83,46,0,4996.27
CUST02078,0,1,29.7,53,1,3470.02
CUST02079,1,1,72.3,26,1,5849.49
CUST02080,0,1,54.7,42,0,3478.99
CUST02081,1,1,54.6,40,0,5242.2
CUST02082,0,0,63.5,30,0,3912.61
CUST02083,1,1,38.8,46,1,5435.47
CUST02084,0,1,24.2,24,1,3174.32
CUST02085,0,0,26.4,26,0,2553.41
CUST02086,0,0,71.9,36,0,3321.97
CUST02087,0,0,58.2,27,0,2772
CUST02088,1,1,21,42,1,5062.89
CUST02089,0,1,63.2,18,0,3351.56
CUST02090,0,0,46.9,57,0,3180.74
CUST02091,0,0,34.9,22,1,3946.7
CUST02092,0,0,87.5,33,0,3108.23
CUST02093,1,1,67.5,25,0,4303.27
CUST02094,1,1,66.1,31,0,4821.58
CUST02095,0,0,62.7,33,0,3512.59
CUST02096,1,1,52,43,1,6154.28
CUST02097,0,1,44.4,44,0,3219.35
CUST02098,0,1,52.2,35,1,4618.12
CUST02099,1,1,43.7,36,1,4932.66
CUST02100,0,1,73.7,36,1,4844.19
CUST02101,1,1,81,33,1,5969.13
CUST02102,1,1,134.2,62,0,6379.4
CUST02103,0,1,70.9,42,0,4310.66
CUST02104,1,0,48.9,53,0,4604.32
CUST02105,1,1,51.5,42,1,5505.26
CUST02106,1,0,28.5,34,1,4377.76
CUST02107,1,1,40.9,30,0,4761.94
CUST02108,1,1,62.4,35,0,4545.09
CUST02109,0,1,27.8,41,0,3559.4
CUST02110,0,0,23.7,36,0,3318.06
CUST02111,0,0,56.3,43,1,3748.52
CUST02112,1,1,72.9,50,0,4745.34
CUST02113,1,0,62.6,57,1,5278.03
CUST02114,1,1,50.5,41,1,5669.2
CUST02115,1,1,35.7,50,1,5956.25
CUST02116,0,0,20,26,0,2634.32
CUST02117,1,0,67.1,45,1,4858.12
CUST02118,0,0,30.5,37,0,2110.56
CUST02119,0,0,59.7,38,1,4460.79
CUST02120,0,1,48.2,41,0,2996.81
CUST02121,0,1,20,34,0,2486.21
CUST02122,1,1,48.1,38,0,4434.91
CUST02123,1,1,45.1,39,0,4383.32
CUST02124,0,0,45.9,28,0,2871.02
CUST02125,1,0,79.7,37,1,6030.23
CUST02126,0,0,32.9,44,0,2803.53
CUST02127,0,0,69.2,37,0,4088.96
CUST02128,0,0,50.9,44,1,3824.28
CUST02129,1,0,95.3,29,1,5850.5
CUST02130,0,1,56.2,39,1,4268.8
CUST02131,1,0,42.8,72,0,4864.91
CUST02132,0,0,27,37,0,2994.21
CUST02133,1,1,29.3,38,1,5168.51
CUST02134,1,1,63.6,42,1,5073.87
CUST02135,1,1,54.7,18,1,5346.9
CUST02136,1,0,23.9,39,0,4748.04
CUST02137,1,0,61.7,21,0,3995.79
CUST02138,0,1,49.7,45,1,3860.54
CUST02139,1,1,36.6,28,0,4992.87
CUST02140,1,1,79.1,18,1,5818.05
CUST02141,1,0,66.5,34,0,4172.35
CUST02142,0,0,60.6,42,0,3664.42
CUST02143,0,1,57.3,42,0,3849.39
CUST02144,1,0,50,36,0,4272.05
CUST02145,1,1,20,60,1,4527.6
CUST02146,0,0,49.9,46,0,2765.34
CUST02147,0,0,46.4,20,0,3158.46
CUST02148,0,0,66.6,20,0,2850.65
CUST02149,1,0,78.7,46,0,5454.27
CUST02150,0,0,112.9,46,0,4046.76
CUST02151,0,0,67.3,35,1,4136.63
CUST02152,0,1,50.1,52,1,4766.79
CUST02153,1,0,90.2,47,0,4958.39
CUST02154,0,1,30.4,45,0,3550.94
CUST02155,1,0,44.5,18,1,4992.04
CUST02156,0,0,187,43,0,4144.38
CUST02157,1,0,30.9,34,1,4966.64
CUST02158,0,1,26.6,38,1,4003.77
CUST02159,1,1,53.3,50,0,5228.24
CUST02160,1,0,67.6,48,0,4255.99
CUST02161,1,0,60.6,48,0,4179.99
CUST02162,1,0,48.1,45,0,4310.26
CUST02163,1,0,37.7,42,0,4108.36
CUST02164,0,1,20.9,29,1,3245.28
CUST02165,0,1,65.7,51,0,3956.86
CUST02166,1,1,34.9,50,1,5124.45
CUST02167,0,1,55.2,28,0,3285.78
CUST02168,0,1,51.6,32,1,4518.39
CUST02169,1,0,20,21,0,3249.82
CUST02170,0,1,51.9,42,1,4682.89
CUST02171,0,0,47.5,53,1,4671.1
CUST02172,1,1,29.6,37,1,5422.37
CUST02173,1,1,77.7,25,0,5422.54
CUST02174,1,1,36.8,44,1,5452.97
CUST02175,0,1,65.1,38,0,3491.28
CUST02176,1,1,48.4,62,0,4640.72
CUST02177,0,1,87.4,28,0,3542.51
CUST02178,1,0,134,59,0,5254.73
CUST02179,1,1,46,51,1,5019.33
CUST02180,1,1,30,40,1,5395.88
CUST02181,1,0,32.6,40,0,4109.44
CUST02182,1,0,200,45,0,6528.79
CUST02183,1,0,52.1,31,0,5137.05
CUST02184,0,1,26.2,55,1,3925.96
CUST02185,1,1,58.9,30,1,5350.98
CUST02186,0,0,51.8,38,0,2830.78
CUST02187,1,0,39.2,18,1,4519.77
CUST02188,1,0,71,22,0,4687.63
CUST02189,0,1,64.6,32,1,4473.39
CUST02190,0,1,56,42,1,4133.11
CUST02191,1,0,53.5,48,1,4372.75
CUST02192,0,1,48.9,23,1,3591.95
CUST02193,1,0,21.2,47,0,3996.34
CUST02194,1,1,48.6,49,1,5156.77
CUST02195,0,1,48.5,23,0,3246.18
CUST02196,1,1,61.1,27,1,5298.92
CUST02197,1,1,76.6,50,1,5798.79
CUST02198,0,1,99.1,37,1,3619.76
CUST02199,1,1,62.4,19,0,4252.95
CUST02200,0,0,56,45,0,3177.17
CUST02201,0,1,85.4,43,1,4138.54
CUST02202,0,1,32.7,46,0,3314.95
CUST02203,0,1,47.4,29,0,3114.3
CUST02204,1,1,130.7,47,1,6674.38
CUST02205,1,1,34.4,18,0,3935.63
CUST02206,0,0,29.7,54,0,2552.79
CUST02207,1,0,51.1,38,1,5187.97
CUST02208,1,1,60.6,71,1,6361.92
CUST02209,1,1,56.6,39,1,5821.54
CUST02210,0,1,45,35,1,3950.18
CUST02211,0,1,41.1,47,1,3662.12
CUST02212,0,0,24.2,18,0,2025.39
CUST02213,0,1,63.2,37,1,4641.32
CUST02214,0,0,38.7,50,0,3326.77
CUST02215,1,0,52,26,1,4769.99
CUST02216,0,0,54.1,32,0,3241.09
CUST02217,1,1,22.9,32,1,5043.57
CUST02218,0,0,54.7,59,0,3684.88
CUST02219,0,1,49.3,48,0,3517.77
CUST02220,0,0,35.4,22,0,2979.22
CUST02221,1,0,75.5,25,0,4252.71
CUST02222,1,0,42.8,32,0,4554.32
CUST02223,1,0,59.1,54,1,4844.94
CUST02224,1,1,46.8,49,0,5157.84
CUST02225,0,0,83.6,18,0,2762.84
CUST02226,1,1,113.2,53,1,6251.55
CUST02227,0,1,48.6,40,0,3087.01
CUST02228,1,0,33.4,56,0,3425.27
CUST02229,1,1,36.5,56,1,4722.21
CUST02230,0,1,133.6,72,1,5950.03
CUST02231,1,1,50.4,39,0,4578.27
CUST02232,0,0,28.4,45,0,2279.2
CUST02233,0,0,52.4,31,0,3840.18
CUST02234,1,1,53.1,28,1,6309.36
CUST02235,0,1,43.9,34,0,2784.51
CUST02236,0,1,62.4,31,0,3458.59
CUST02237,0,0,61.4,41,0,3492.66
CUST02238,1,0,51.1,58,0,4254.34
CUST02239,1,1,50.8,45,0,4372.42
CUST02240,0,0,49.7,25,0,2711.52
CUST02241,0,1,24.6,38,1,4090.24
CUST02242,1,0,48.3,44,0,4393.98
CUST02243,0,0,49.8,30,1,3670.37
CUST02244,1,0,56.9,18,0,4313.99
CUST02245,0,0,74.1,47,0,3045.34
CUST02246,1,1,88.3,22,0,4944.69
CUST02247,1,0,53.9,23,1,4654.83
CUST02248,1,1,58.8,51,1,5265.47
CUST02249,1,0,81.9,55,0,4550.13
CUST02250,0,0,35.7,65,1,3659.63
CUST02251,0,0,49.7,37,1,3666.36
CUST02252,1,1,109.7,42,0,6025.6
CUST02253,0,0,38.9,21,0,2028.31
CUST02254,1,1,33,47,1,4511.6
CUST02255,0,1,50.6,34,0,3066.99
CUST02256,1,1,166.5,46,0,6582.95
CUST02257,0,0,117.7,36,0,4157.75
CUST02258,0,0,43,34,0,2354.66
CUST02259,0,1,20,36,0,2739.8
CUST02260,1,1,27.3,30,1,5116.14
CUST02261,0,0,59,32,0,3087.09
CUST02262,0,1,42.1,42,0,3707.16
CUST02263,1,1,49.9,34,0,4477.9
CUST02264,1,1,55.8,18,0,4317.76
CUST02265,0,0,26.2,43,0,3047.17
CUST02266,1,1,56.6,50,0,4529.17
CUST02267,1,0,50.9,38,1,4662.34
CUST02268,0,1,39.6,33,0,3054.74
CUST02269,0,1,72.6,31,1,4078.14
CUST02270,0,1,20,30,1,3050.6
CUST02271,1,1,147.8,47,0,6208.42
CUST02272,0,0,46,40,1,4278.93
CUST02273,1,1,80.2,26,1,5815.01
CUST02274,0,0,101.2,45,0,4035.48
CUST02275,0,0,50.5,28,0,3115.67
CUST02276,0,1,37.5,49,0,3027.98
CUST02277,0,0,42.1,48,0,2990.59
CUST02278,0,0,110.9,52,0,4188.06
CUST02279,0,1,48.1,58,1,3773.44
CUST02280,1,1,30.8,44,1,4982.69
CUST02281,0,1,107.2,42,1,5130.82
CUST02282,1,0,53.3,27,0,4414.47
CUST02283,0,0,20,40,1,3872.14
CUST02284,0,0,183,33,1,5072.01
CUST02285,1,1,55.7,38,1,4956.15
CUST02286,1,1,66.7,47,1,5685.89
CUST02287,1,0,49.1,59,1,5541.29
CUST02288,0,1,39,32,1,4101.85
CUST02289,0,0,27.8,27,0,2676.39
CUST02290,0,1,36.8,54,1,4865.02
CUST02291,1,1,53,25,0,3935.9
CUST02292,1,1,53.5,36,1,6001.3
CUST02293,1,1,70.9,62,1,5888.79
CUST02294,1,0,79.1,23,1,5919.38
CUST02295,1,1,128.3,31,0,5704.52
CUST02296,1,0,60.8,37,0,4595.46
CUST02297,1,1,78.3,43,1,6141.37
CUST02298,1,1,40,48,0,3873.73
CUST02299,0,1,51.2,49,0,3985.31
CUST02300,1,0,95.8,54,1,5932.43
CUST02301,0,0,49.1,30,1,3845.97
CUST02302,1,1,37.1,59,0,4655.5
CUST02303,0,0,46.4,18,1,3113.47
CUST02304,0,0,125.7,36,1,4703.86
CUST02305,0,1,101.5,30,0,3910.44
CUST02306,0,1,41.8,19,0,3197.23
CUST02307,0,0,20.4,34,0,2738.82
CUST02308,1,0,30.5,38,0,4310.08
CUST02309,1,1,145.6,18,0,4986.9
CUST02310,1,0,45,49,1,4958.64
CUST02311,1,0,48.6,24,0,4803.36
CUST02312,0,0,56.5,28,1,3231.25
CUST02313,1,1,29.5,49,1,4727.16
CUST02314,1,0,57.7,41,1,4887.55
CUST02315,1,1,54.7,41,0,4245.9
CUST02316,0,0,43.2,44,1,3577.41
CUST02317,0,1,69,23,0,4194.51
CUST02318,0,0,21.2,18,0,2166.46
CUST02319,0,0,117.9,58,1,5272.72
CUST02320,0,1,46.3,30,0,2933.75
CUST02321,1,0,76.4,36,0,5052.85
CUST02322,0,1,91.8,49,1,5042.34
CUST02323,1,1,51.6,24,1,6044.75
CUST02324,0,0,44,40,0,3308.68
CUST02325,0,1,20,39,1,4018.65
CUST02326,1,1,96.4,41,0,4536.66
CUST02327,0,0,45,53,0,2916.9
CUST02328,1,0,33.8,31,0,4209.43
CUST02329,0,0,97.2,44,0,3365.17
CUST02330,0,1,51.6,34,1,3724.14
CUST02331,1,1,21.9,58,0,4565.92
CUST02332,1,1,125.6,43,0,5699.36
CUST02333,1,0,120.9,55,0,5359.16
CUST02334,0,1,59.1,39,0,4148.19
CUST02335,0,1,48.4,44,0,4184.67
CUST02336,0,0,38.2,27,0,2999.04
CUST02337,0,1,31.2,25,0,2102.25
CUST02338,0,0,36.8,41,0,2866.8
CUST02339,1,0,56.2,38,1,5301.18
CUST02340,0,0,67.5,42,0,3338.36
CUST02341,0,0,66.8,44,0,3541.2
CUST02342,1,1,70.8,30,0,5140.72
CUST02343,0,0,110.4,29,0,4136.48
CUST02344,1,1,62,33,0,5712.95
CUST02345,1,0,74.4,36,0,4850.43
CUST02346,1,0,20,38,1,4647.01
CUST02347,1,0,51.6,49,1,5213.58
CUST02348,1,1,85.1,42,0,4816.96
CUST02349,0,1,20,29,0,3287.86
CUST02350,0,0,42.9,39,1,4189.96
CUST02351,0,1,44,25,0,3220.65
CUST02352,0,1,108.9,18,0,3382.25
CUST02353,1,0,93.7,35,1,5108.75
CUST02354,1,0,41.2,27,1,5161.23
CUST02355,1,1,23.3,19,1,4962.54
CUST02356,0,1,34.1,53,1,3627.56
CUST02357,1,0,111.4,24,1,5840.39
CUST02358,1,1,47.4,37,0,4192.54
CUST02359,0,1,48.6,35,1,4159.95
CUST02360,0,1,56.2,36,0,3463.28
CUST02361,1,0,32.9,47,0,3939.98
CUST02362,1,1,57.7,36,0,5196.41
CUST02363,0,0,57.4,33,0,3285.92
CUST02364,1,1,46.2,50,0,5050.79
CUST02365,1,0,64.2,36,1,5493.11
CUST02366,0,1,24.9,25,0,3084.1
CUST02367,0,1,104.4,38,0,4186.7
CUST02368,0,0,49.1,26,1,3429.47
CUST02369,1,0,72.1,48,1,5265.07
CUST02370,0,0,83.6,35,0,2980.67
CUST02371,1,0,51.1,28,0,4168.67
CUST02372,0,1,20,39,0,3639.34
CUST02373,0,0,21.9,37,0,2969.61
CUST02374,1,0,85.4,31,1,5432.35
CUST02375,1,1,43.1,45,1,5564.89
CUST02376,1,1,37.7,29,0,4461.6
CUST02377,1,1,90.5,60,1,5758.4
CUST02378,0,1,75.5,24,0,2927.26
CUST02379,1,0,24.6,52,1,4615.96
CUST02380,1,0,104.6,43,1,6344.58
CUST02381,1,1,105.2,46,1,6481.11
CUST02382,0,0,54.4,31,1,3885.84
CUST02383,0,1,35,36,1,3776.42
CUST02384,1,1,37.8,38,0,3842.72
CUST02385,1,0,34.8,31,1,4693.38
CUST02386,0,1,36.5,35,0,2658.22
CUST02387,0,1,58.5,41,0,3833.32
CUST02388,0,0,55.8,63,1,3773.27
CUST02389,1,1,61.1,35,0,4756.96
CUST02390,0,0,62.6,23,1,3633
CUST02391,1,1,99.3,40,1,5736.94
CUST02392,0,0,62.4,18,1,3832.55
CUST02393,0,1,69.6,24,0,2695.64
CUST02394,0,1,20,26,0,3193.96
CUST02395,1,1,67.3,42,0,4577.74
CUST02396,0,0,76.2,36,1,4100.31
CUST02397,1,0,24,41,1,4613.66
CUST02398,0,1,20,32,0,2613.36
CUST02399,1,0,42.4,34,0,4455.91
CUST02400,1,0,97.1,21,1,5718.94
CUST02401,1,1,87.5,20,0,4980.94
CUST02402,1,1,41.3,36,0,4446.36
CUST02403,1,0,25.8,26,0,3229.64
CUST02404,0,1,38.2,51,0,3106.25
CUST02405,0,1,100.3,33,0,4553.28
CUST02406,1,0,49.2,35,1,5362.84
CUST02407,0,0,37.4,37,0,2468.9
CUST02408,0,0,54.2,44,1,4363.39
CUST02409,1,1,36.8,63,1,5536.97
CUST02410,0,0,56.5,29,1,4059.31
CUST02411,0,1,59.3,18,1,4438.1
CUST02412,1,0,48.6,46,1,5125.9
CUST02413,1,1,57,39,0,4370.03
CUST02414,1,0,28.3,35,1,5598.43
CUST02415,1,1,94.6,32,1,5256.38
CUST02416,1,1,31.6,30,0,4966.47
CUST02417,0,1,66.9,50,0,3512.88
CUST02418,1,1,75.7,31,0,4812.38
CUST02419,1,1,66.8,18,1,4975.32
CUST02420,1,0,22.8,31,1,4457.4
CUST02421,1,1,25.9,31,0,3342.25
CUST02422,1,1,76.4,25,0,5251.76
CUST02423,1,0,41.9,47,0,4397.88
CUST02424,0,0,44.5,18,1,2924.85
CUST02425,1,1,84.6,48,0,5350.09
CUST02426,1,0,74.3,35,0,4788.83
CUST02427,1,1,27.1,43,0,3440.29
CUST02428,1,1,91,59,0,5554.2
CUST02429,0,0,96.2,48,0,4345.49
CUST02430,0,1,51.1,28,0,2915.32
CUST02431,0,0,37.3,22,0,2243.22
CUST02432,0,1,37.8,39,1,3890.34
CUST02433,1,1,38.9,22,0,4733.39
CUST02434,1,1,36.5,20,1,4909.22
CUST02435,0,1,59.9,58,1,4482.8
CUST02436,1,1,51.1,53,0,4648.03
CUST02437,1,0,176.1,18,1,6143.02
CUST02438,0,1,190.4,37,0,5178.27
CUST02439,1,0,90.2,41,0,4026.59
CUST02440,0,1,61.8,24,0,2871.92
CUST02441,0,0,63.7,25,1,3765.94
CUST02442,0,0,22.3,24,1,3256.08
CUST02443,0,0,67.1,49,0,2961.87
CUST02444,0,1,68.3,23,0,4290.55
CUST02445,1,1,27.7,43,0,4047.14
CUST02446,0,0,22.8,18,0,2265.44
CUST02447,1,1,41.6,35,1,5005.28
CUST02448,1,1,87.4,28,0,5482.17
CUST02449,1,0,81.6,31,1,5823.44
CUST02450,0,0,42.2,39,1,2846.27
CUST02451,0,1,28.4,36,1,3745.13
CUST02452,0,0,44.4,43,0,3185.55
CUST02453,0,0,92.4,36,1,4681.2
CUST02454,0,1,50.2,19,0,3299.98
CUST02455,1,1,37.1,52,1,4976
CUST02456,1,1,91.7,47,0,5238.64
CUST02457,1,1,41.5,45,0,5068.64
CUST02458,0,1,52.8,32,0,3088.17
CUST02459,0,0,60.3,20,0,2624.06
CUST02460,0,1,50.2,61,0,3321.46
CUST02461,0,0,138.2,55,1,4552.1
CUST02462,1,1,31.8,43,0,4258.47
CUST02463,1,0,86.1,18,0,4589.6
CUST02464,1,0,32.4,19,1,4860.69
CUST02465,0,0,59.9,45,1,4101.37
CUST02466,1,1,67.7,18,1,5746.52
CUST02467,0,0,67.5,31,0,3187.12
CUST02468,1,1,26.7,34,0,3707.91
CUST02469,0,0,29.5,35,1,3278.94
CUST02470,0,0,68.6,28,1,4461.34
CUST02471,0,1,41.4,34,1,3313.09
CUST02472,0,1,20,25,0,2681.6
CUST02473,0,0,78.6,39,0,3787.84
CUST02474,1,1,73.4,52,1,6262.62
CUST02475,0,0,29.7,43,0,2829.39
CUST02476,0,0,80.8,47,1,4220.77
CUST02477,0,1,88.8,32,0,3860.18
CUST02478,1,0,48.9,33,0,3986.21
CUST02479,1,1,36.9,24,1,5274.65
CUST02480,0,0,38.4,55,0,3283.15
CUST02481,0,0,44.9,35,1,4108.75
CUST02482,1,0,37,24,0,4160.11
CUST02483,1,0,60.4,49,0,3591.17
CUST02484,1,0,48.1,43,0,5413.75
CUST02485,0,1,124.2,22,0,4291.37
CUST02486,1,0,115.6,41,1,6782.16
CUST02487,1,1,82.1,57,1,6149.9
CUST02488,1,1,59.9,33,1,5424.09
CUST02489,0,1,54.1,34,0,3782.18
CUST02490,0,1,25.3,29,0,2820.5
CUST02491,0,1,67.8,38,1,5089.48
CUST02492,1,0,60.5,26,0,4431.64
CUST02493,0,0,31.3,60,1,3712.61
CUST02494,1,1,26.8,21,1,4934.11
CUST02495,0,0,41.4,43,0,2919.45
CUST02496,0,0,78.8,22,0,3208.62
CUST02497,0,1,75.6,37,0,3707.58
CUST02498,0,1,44.4,44,0,3241.51
CUST02499,0,0,31.2,38,0,3068.21
CUST02500,1,1,20.1,48,1,5624.36
CUST02501,1,1,85.4,44,0,4903.21
CUST02502,0,0,54.1,26,1,3677.19
CUST02503,1,0,36.8,47,0,4247.34
CUST02504,1,0,85.1,40,1,5488.98
CUST02505,0,0,20,36,0,2559.33
CUST02506,1,0,92.6,18,1,4908.46
CUST02507,1,1,60.3,29,1,5296.53
CUST02508,0,0,50.8,44,1,3430.11
CUST02509,0,1,115.2,49,0,4533.5
CUST02510,0,1,35.4,48,1,3494.49
CUST02511,1,1,78.2,21,0,5254.89
CUST02512,0,1,33,32,0,2708.53
CUST02513,1,1,159.2,55,0,6995.93
CUST02514,0,0,58,24,0,3503.71
CUST02515,1,1,68,39,1,5847.92
CUST02516,0,0,30.3,19,1,3640.81
CUST02517,0,1,33.1,20,0,3291.65
CUST02518,0,1,61.1,18,0,3198.16
CUST02519,0,0,41.6,31,0,2736.9
